TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
edu.osu.cs362.TimeTable,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,100,0.3,3,13,72,126139,1494545476621,0.7777777777777778,111111111111101111010111111111111111100000001,0.7931034482758621,11111111110001010101111111111,1.0,11111,1,1,4,3,0.9512195121951219,1111111111111111111111111111111011111111111111111111111111111001111111110111111111,0.5,01110100,1.0,111,1.0,111,0.7931034482758621,11111111110000101011111111111
