TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
edu.osu.cs362.Stack,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,95,0.3,3,28,52,119188,1492485102235,0.8367346938775511,1111100111111000001011111111111111111111111111111,0.7534246575342466,1011111111101111101011111110111111111011111011101100000010011111101011111,1.0,111111111111,6,1,6,2,0.7789203084832905,11110111111111101111111111111111111111111111111111111111111111111111100111111111111110111111111111111111111111111111011111111111111111111111111011111111111111111011111111111111111111111111111111111111111111111111111111111111111011111101110111010111111110011011100100000000000010111100000000000000000000000000000000000000000000000000011111101111111111111110111110101111111111111111111111111,0.625,01111010,1.0,11111111,0.75,10011111,0.7534246575342466,1101111111111101110110111110111111111011110111100101000001011111110110111
